name,license_no,type,address_line_1,city,state,zip,phone,website,total_beds
PEQUENOS GIGANTES ADULT DAY CARE INC,12962483,assisted_living,16 NW 26TH AVE,MIAMI,FL,33125-5106,(305) 321-7588,,40
PEREGON LLC,11968156,assisted_living,8064 SW 133 CT,MIAMI,FL,33183,(305) 400-2026,,6
"PERSONALIZED HEALTH SERVICES, CORP",11967441,assisted_living,8510 SW 12TH ST,MIAMI,FL,33144-4004,(786) 488-2651,,6
PINECREST REHABILITATION CENTER,111334,snf,13650 NE 3RD COURT,NORTH MIAMI,FL,33161,(305) 893-1170,www.pinecrest-rehab.com,100
PINES NURSING HOME,111335,snf,301 NE 141 STREET,MIAMI,FL,33161,(305) 893-1102,,45
"PLAMAR HOME CARE SERVICES, INC",11967229,assisted_living,4407 SW 162ND PL,MIAMI,FL,33185-5335,(305) 456-2936,,6
PLAZA AT PARKSQUARE,11969444,assisted_living,2940 NE 207 STREET,AVENTURA,FL,33180,(786) 496-0142,www.royalseniorcare.com,150
PLEASANT HILLS LLC,11969770,assisted_living,16500 SW 107 CRT,MIAMI,FL,33157,(305) 890-4797,,6
PONCE HEALTH AND REHABILITATION CENTER,111308,snf,335 SW 12 AVENUE,MIAMI,FL,33130,(305) 545-6695,www.onyxcares.com,147
PRECIOUS MOMENTS ADULT DAYCARE CENTER INC,12962661,assisted_living,13460 NW 107TH AVE UNIT 5-6,HIALEAH GDNS,FL,33018-1184,(305) 219-2234,,50
PRECIOUS TIMES INC,11964124,assisted_living,4310 SW 89TH AVE,MIAMI,FL,33165-5337,(305) 229-0342,,6
PREMIER ASSISTED LIVING,11967271,assisted_living,11401 SW 42 TERRACE,MIAMI,FL,33165,(786) 217-5500,premieralf.com,6
PRESTIGE CARE AVENTURA LLC,11969152,assisted_living,19840 NE 26TH AVE,AVENTURA,FL,33180-2208,(305) 912-7799,prestigecareaventura.com,6
PRIMAVERA ADULT DAY CARE INC,12962502,assisted_living,311 SW 27TH AVE,MIAMI,FL,33135-2901,(305) 400-2672,www.primaveraadultdaycare.com,25
PRIMAVERA ALF LLC,11953189,assisted_living,5301 SW 116 AVENUE,MIAMI,FL,33165,(786) 558-4619,,12
"PRIME ADULT DAY CARE, LLC",12962736,assisted_living,4500 NW 27TH AVE,MIAMI,FL,33142,(305) 982-8443,,30
PRIMOS CAREGIVERS LLC,12962691,assisted_living,15908 SW 92ND AVE,MIAMI,FL,33157,(786) 732-2150,,32
PRINCESS GARDENS ALF INC,11942762,assisted_living,5120 -22 NW 4 TERRACE,MIAMI,FL,33126,(305) 444-0655,,14
PROFESSIONAL ADULT DAY CARE INC,12962277,assisted_living,4967 W 6TH AVE,HIALEAH,FL,33012-3803,(786) 506-4883,,30
PROFESSIONAL HOME ALF INC,11953342,assisted_living,447 E 26 STREET,HIALEAH,FL,33013,(305) 691-2083,,26
PROFESSIONAL HOME CARE CO,11911409,assisted_living,447 EAST 31 STREET,HIALEAH,FL,33013,(305) 696-7364,,15
PROFESSIONAL HOME CARE I,11911410,assisted_living,435 EAST 31 STREET,HIALEAH,FL,33013,(305) 696-7364,,25
PROMISE HEALTH CORP,12962834,assisted_living,17368 S DIXIE HWY,MIAMI,FL,33157,(305) 720-4919,,35
"PURA VIDA ADULT DAY CARE, INC",12962739,assisted_living,16788 NW 67TH AVE,HIALEAH,FL,33015-4202,(786) 498-3238,,30
QUIEREME MUCHO ADULT DAY CARE CORP,12962651,assisted_living,8410 W FLAGLER ST STE 101,MIAMI,FL,33144-2041,(786) 622-8925,www.quiereme-mucho.com,32
R C DREAMS HOME CARE INC,11969588,assisted_living,12432 SW 259 ST,HOMESTEAD,FL,33032,(786) 404-3321,,6
RAFFA CORP,11965204,assisted_living,13961 SW 75 STREET,MIAMI,FL,33183,(786) 558-5497,,6
RAFFA CORP II,11965980,assisted_living,15032 SW 55 TERRACE,MIAMI,FL,33185,(786) 803-8058,,6
RAINBOW GARDENS A.L.F.,11965432,assisted_living,1801 NE 182 ST,N MIAMI BEACH,FL,33162-1524,(305) 525-5466,,6
RAINBOW HEIGHTS HOME CARE INC,11965882,assisted_living,1430 NW 35 ST,MIAMI,FL,33142,(305) 637-9988,,14
RAYITO DE ESPERANZA CORP,11966593,assisted_living,14584 SW 174TH ST,MIAMI,FL,33177-6636,(786) 298-4520,,6
REFLEXION ALF II,11965780,assisted_living,1010 NW 31 AVENUE,MIAMI,FL,33125,(786) 470-1554,,6
REGENTS PARK AT AVENTURA,111345,snf,18905 NE 25TH AVE,AVENTURA,FL,33180,(305) 932-6360,https://regentsparkaventura.com/,180
REGO'S ALF INC,11965608,assisted_living,9605 SW 144 PLACE,MIAMI,FL,33186,(305) 385-2880,,6
RENACER 2 ADULT DAY CARE LLC,12962756,assisted_living,724 W 29TH ST,HIALEAH,FL,33012-5606,(305) 603-9736,,90
RENACER ADULT DAY CARE LLC,12962657,assisted_living,1968 NW 7TH ST,MIAMI,FL,33125-3411,(786) 360-2471,,60
RENACER ALF,11911034,assisted_living,115 WEST 5 STREET,HIALEAH,FL,33010,(786) 547-2924,www.renaceralf.com,22
RENACER HOME CARE CORP,11966651,assisted_living,644-642 SE 4 PLACE,HIALEAH,FL,33010,(305) 885-2545,,6
RESIDENCIA CASABELLA ALF CORP,11968447,assisted_living,8324 NW 195TH TERR,HIALEAH,FL,33015,(305) 829-1504,,6
RESIDENCIA ILENIA INC,11967435,assisted_living,475 SW 25TH AVENUE,MIAMI,FL,33135,(305) 642-5407,,6
RESIDENCIA MARBELLA ALF CORP,11967700,assisted_living,19807 NW 86 CT,MIAMI,FL,33015,(305) 481-2927,,6
RESIDENCIA SALOME INC,11965740,assisted_living,3525 SW 130 AVENUE,MIAMI,FL,33175,(305) 926-9169,,6
"RESIDENTIAL HOME FOR ADULT CARE I, INC.",11965657,assisted_living,1535 NW 25 AVE,MIAMI,FL,33125,(305) 633-9106,,14
"RESIDENTIAL PLAZA AT BLUE LAGOON, INC",11911395,assisted_living,5617 NW 7 STREET,MIAMI,FL,33126,(305) 267-2700,www.residentialplaza.com,350
RESTORED LIVING FACILITY,11967626,assisted_living,1470 NW 174 STREET,MIAMI GARDENS,FL,33169,(305) 879-5171,,5
"REVELATION ALF, CORP",11969639,assisted_living,8026 NW 162ND ST,MIAMI LAKES,FL,33016,(305) 283-3630,,6
"REYES SENIOR CARE OF MIAMI, INC.",11967146,assisted_living,9830 SW 3 STREET,MIAMI,FL,33174,(305) 554-4067,,6
REYSE ALF CORP.,11965528,assisted_living,20-22 NW 40 COURT,MIAMI,FL,33126,(305) 642-9903,,14
RICHLAND RETIREMENT HOME LLC,11964927,assisted_living,3508 SW 26 STREET,MIAMI,FL,33133,(305) 444-7776,,14
"RICK & DAUVY ALF, INC",11967220,assisted_living,23120 SW 124 AVENUE,CUTLER RIDGE,FL,33170,(305) 345-6751,,6
RILIZ HOME CORP.,11967168,assisted_living,8777 NW 110 STREET,HIALEAH GARDENS,FL,33018,(786) 543-0247,,6
RISE AND SHINE ADULT DAY CARE LLC,12962566,assisted_living,5615 SW 107 AVE,MIAMI,FL,33173,(786) 409-5040,,33
"RITA MARIA GROUP HOME, INC.",11966756,assisted_living,15348 SW 33 LANE,MIAMI,FL,33185,(786) 376-2155,,6
"RITA MARIA TWO ALF, INC",11968519,assisted_living,16649 SW 44 ST,MIAMI,FL,33185,(786) 391-1398,,6
RIVERSIDE CARE CENTER,111336,snf,899 NW 4TH STREET,MIAMI,FL,33128,(305) 326-1236,,120
RIVIERA HEALTH RESORT,35961025,snf,6901 YUMURI STREET,CORAL GABLES,FL,33146,(786) 517-6999,www.rivierahealthresort.com,223
ROCIO DEL SOL NACIENTE LLC,11966235,assisted_living,11850 SW 189 STREET,MIAMI,FL,33177,(305) 964-5669,,6
"ROCIOS HOME FOREVER, INC",11968652,assisted_living,11751 SW 172 ST,MIAMI,FL,33177,(786) 209-4975,,6
"ROSE MARIE ALF, CORP",11969687,assisted_living,2540 SW 108 AVE,MIAMI,FL,33165,(305) 221-8027,,6
"ROSELAND ADULT DAYCARE, INC",12962117,assisted_living,855 SW 97 AVE.,MIAMI,FL,33174,(786) 388-7673,www.roselandadultdaycare.com,54
ROSELAND ALF INC,11969383,assisted_living,7520 S.W. 146 AVE,MIAMI,FL,33183,(786) 899-0051,,6
"ROSMANDY ALF, INC",11968069,assisted_living,6080 SW 38TH ST,MIAMI,FL,33155-5071,(786) 536-2896,,5
ROSS FAMILY ADULT DAY CARE LLC,12962680,assisted_living,805 E 10 AVE,HIALEAH,FL,33010,(786) 447-3974,,40
ROYAL DESTINY HOME CARE LLC,11966525,assisted_living,3260 NW 179 STREET,MIAMI GARDENS,FL,33056,(305) 474-9056,,5
ROYAL GARDENS VILLA INC,11932619,assisted_living,1270 NE 112TH ST,MIAMI,FL,33161,(305) 640-8244,,12
"ROYAL GREEN ALF, INC.",11965682,assisted_living,2011 SW 4 STREET,MIAMI,FL,33135,(305) 643-9786,,14
"ROYAL LIVING REST HOME,INC.",11964115,assisted_living,2926 SW 2 STREET,MIAMI,FL,33135,(786) 353-2971,,14
"ROYAL PLACE ALF, INC",11943051,assisted_living,2905 NW 10TH AVE,MIAMI,FL,33127-3816,(305) 638-3594,,14
ROYAL SOCIAL CLUB ADULT DAY CARE LLC,12962828,assisted_living,8482 SW 8TH ST,MIAMI,FL,33144,(786) 344-0680,,35
RS RAINBOW HOME ALF CORP,11964520,assisted_living,1998 NE 178TH ST,N MIAMI BEACH,FL,33162-2208,(786) 262-7386,,8
RS SHALOM HOME ALF INC,11969320,assisted_living,2570 NE 215TH ST,MIAMI,FL,33180,(305) 974-2383,,6
S & M ASSISTED LIVING FACILITY LLC,11969549,assisted_living,9950 NW 24TH AVE,MIAMI,FL,33147,(305) 744-3871,NONE,8
S & S SENIOR CARE LLC,11969465,assisted_living,10601 SW 142ND AVE,MIAMI,FL,33186,(786) 512-2474,,6
SAEJCA'S CASTLE LLC II,11969215,assisted_living,761 NW 203 ST,MIAMI,FL,33169,(305) 974-4511,www.saejcascastle.com,6
SAGRADO CORAZON ALF CORP,11969516,assisted_living,4051 SW 95 AVE,MIAMI,FL,33165,(786) 332-2553,,6
SAINT JOHNS ALF LLC,11969812,assisted_living,7580 SW 30TH TERR,MIAMI,FL,33155,(786) 353-2739,,6
SAINT JUDE ADULT CARE CORP.,11910419,assisted_living,9981 SW 48 STREET,MIAMI,FL,33165,(305) 226-2915,,6
SALMO 23 ELDER CARE,11964394,assisted_living,277 E 4 ST,HIALEAH,FL,33010,(305) 863-9623,www.alfsalmo23.com,24
SALMO 23 III LLC,11969622,assisted_living,808 WEST 1 AVENUE,HIALEAH,FL,33010,(305) 614-0268,,98
SALMOS 23 #4 LLC,11910951,assisted_living,70 EAST 21ST STREET,HIALEAH,FL,33010,(305) 888-0779,,76
SALMOS 23 #6 LLC,11964283,assisted_living,68 WEST 7 STREET,HIALEAH,FL,33010,(305) 887-0808,,87
SALMOS 23 NO. 7 LLC,11963860,assisted_living,1864 NW 175TH ST,MIAMI GARDENS,FL,33056-4840,(305) 624-4901,colonialalf.com,65
SALMOS 23 V LLC,11910961,assisted_living,240 EAST 5  STREET,HIALEAH,FL,33010,(305) 887-4965,,67
"SAN CAYETANO HOME, INC.",11963880,assisted_living,3525 SW 104 COURT,MIAMI,FL,33165,(786) 359-4613,,6
SAN JOSE ADULT DAY CARE LLC,12962315,assisted_living,7865 SW 24TH ST,MIAMI,FL,33155-6522,(786) 360-1584,,24
"SAN JUDAS ALF GROUP, INC.",11967052,assisted_living,8275 SW 47 TERRACE,MIAMI,FL,33155,(786) 548-5893,,6
SAN JUDAS HOME CARE CORP.,11965771,assisted_living,10720 NW 5 AVENUE,MIAMI,FL,33168,(561) 871-0629,,6
SAN JUDAS HOME CARE II CORP,11967570,assisted_living,550 NW 116TH TER,MIAMI,FL,33168-3432,(786) 222-5469,,6
"SAN JUDAS HOME CARE III, CORP",11968400,assisted_living,251 NW 108TH ST,MIAMI,FL,33168,(786) 222-5469,,6
SAN JUDAS HOME FOR ELDERLY,11965995,assisted_living,14602 NW 87 COURT,HIALEAH,FL,33018,(305) 828-3003,,6
SAN JUDAS LOVE & CARE,11966210,assisted_living,17715 NW 87 COURT,MIAMI LAKES,FL,33018,(305) 828-2003,,6
SAN LAZARO ALF CORP,11953621,assisted_living,1984 NW 22 PLACE,MIAMI,FL,33125,(305) 634-2395,,12
SAN MIGUEL HOME CARE INC,11966193,assisted_living,3931 WEST 8 AVENUE,HIALEAH,FL,33012,(305) 558-8769,,6
"SANDS AT SOUTH BEACH CARE CENTER, THE",111312,snf,42 COLLINS AVENUE,MIAMI BEACH,FL,33139,(305) 672-1771,citadelcarecenters.com,230
SANTA ANA ALF LLC,11969446,assisted_living,11211 SW 188 ST,MIAMI,FL,33157,(786) 592-2339,,6
SANTA FLORA ALF,11967031,assisted_living,19005 SW 320 STREET,HOMESTEAD,FL,33030,(305) 247-3454,,6
SANTA TERESITA HOME CARE,11942824,assisted_living,538 WEST 40 PLACE,HIALEAH,FL,33012,(786) 615-2670,,6
SANTANDER RETIREMENT CORP,11911404,assisted_living,1702 SW 102 PLACE,MIAMI,FL,33165,(305) 226-5408,,6
"SANTO TOMAS AQUINO ALF, INC",11967132,assisted_living,4150 SW 108 AVENUE,MIAMI,FL,33165,(305) 228-3034,,6
SANTOS ACTIVITY CENTER HOMESTEAD,12962999,assisted_living,29645 S DIXIE HWY,HOMESTEAD,FL,33030,(786) 926-3625,,100
SANTOS ACTIVITY CENTER INC,12962921,assisted_living,13780 SW 26TH ST 103,MIAMI,FL,33175,(305) 553-4595,,225
SANTOS ALF CORP,11969788,assisted_living,10935 SW 218 TERR,MIAMI,FL,33170,(305) 964-7597,,6
"SANTOS'S ADULT DAY CARE, INC",12962426,assisted_living,13359 SW 42ND ST,MIAMI,FL,33175-3204,(786) 785-1687,,55
SARRIAMACHIN CORP,11966965,assisted_living,13206 SW 218TH TER,MIAMI,FL,33170-2657,(786) 720-8475,,6
"SEASONS GARDENS SENIOR RESIDENCE, LLC",11968608,assisted_living,17250 SW 137TH AVE,MIAMI,FL,33177,(305) 284-7675,www.seasonsgrsr.com,180
SENIOR ACTIVITY CENTER CORP,12962537,assisted_living,7811 CORAL WAY STE 136,MIAMI,FL,33155,(786) 483-8179,,29
SENIOR CENTER II ADULT DAY CARE CORP,12962344,assisted_living,8175 SW 40TH ST # 77,MIAMI,FL,33155-6746,(305) 982-8217,www.scadultdaycare.com,60
SENIOR HAVEN ASSISTED LIVING INC,11968265,assisted_living,6745 SW 32ND TERR,MIAMI,FL,33155,(786) 351-8183,,6
SENIOR LIFE ADULT DAY CARE,12962730,assisted_living,1446 N KROME AVE STE 101,FLORIDA CITY,FL,33034-2432,(786) 349-5305,,40
"SENIOR RETIREMENT HOME, INC.",11911859,assisted_living,3033 SW 6 STREET,MIAMI,FL,33135,(305) 541-4336,,6
SENIORS DREAMS ADULT DAYCARE,12962717,assisted_living,343 W 23RD ST # 345,HIALEAH,FL,33010-1441,(305) 640-8058,,34
"SENIORS GARDEN ADULT DAYCARE, LLC",12962412,assisted_living,6900 W 32ND AVE,HIALEAH,FL,33018-5227,(786) 907-4604,www.seniorgardencenter.com,50
SEREN SWEET HOME ALF LLC,11967507,assisted_living,11825 SW 206TH ST,MIAMI,FL,33177-5447,(786) 429-3543,,6
SERENE LIVING FACILITIES INC,11967313,assisted_living,8615 SW 43RD TERRACE,MIAMI,FL,33155,(786) 326-4614,,6
SERENITY BAY NURSING AND REHABILITATION CENTER,111305,snf,16650 W DIXIE HWY,NORTH MIAMI BEACH,FL,33160,(305) 945-7447,https://serenitybaycare.com,150
SERENITY GARDENS SENIOR CARE LLC,11970286,assisted_living,14112 SW 145TH  PL,MIAMI,FL,33186,(305) 546-9837,,6
SERENITY STAY ALF LLC,11922316,assisted_living,9808 SW 147TH PL,MIAMI,FL,33196,(305) 380-6905,,6
"SHALON ALF, INC",11966629,assisted_living,7046 SW 103 PLACE,MIAMI,FL,33173,(786) 360-5305,,6
SHORESIDE HEALTH AND REHABILITATION CENTER,111350,snf,201 NE 112TH STREET,MIAMI,FL,33161,(305) 899-4700,www.OnyxCares.com,150
"SIEMPRE JOVENES ADULT DAY CARE, LLC",12962694,assisted_living,7801 NW 95TH ST STE 4,HIALEAH GDNS,FL,33016-2375,(786) 458-4479,,52
SIERRA LAKES NURSING & REHABILITATION CENTER,111310,snf,220 SIERRA DRIVE,MIAMI,FL,33179,(305) 653-8427,www.gladesnursingcenter.com,180
"SILVER DAYS, INC",11967319,assisted_living,8823 SW 151 COURT,MIAMI,FL,33196,(305) 387-2987,,6
SILVER LIFE LLC,11965436,assisted_living,2830 SW 106 AVENUE,MIAMI,FL,33165,(305) 467-6069,,6
SILVER MOMENTS LLC,11966922,assisted_living,8847 NW 180 TERRACE,MIAMI,FL,33018,(305) 878-5970,,6
SILVER PALM ALF CORP,11966977,assisted_living,11271 SW 229 TERRACE,MIAMI,FL,33170,(786) 523-8464,,6
"SILVER PALM ALF,II LLC",11966844,assisted_living,10241 SW 134 AVENUE,MIAMI,FL,33186,(305) 383-0622,,6
"SILVER PALM ASSISTED LIVING FACILITY, LLC",11968746,assisted_living,3970 SW 144TH AVE,MIAMI,FL,33175,(305) 226-1706,,22
SILVER TIMES ASSISTED LIVING FACILITY INC,11968461,assisted_living,18830 NW 80TH AVE,MIAMI,FL,33015,(305) 878-5970,,6
SILVER WINGS ALF LLC,11969854,assisted_living,12275 SW 187 TERR,MIAMI,FL,33177,(305) 482-6456,,6
"SILVER YEARS ALF, INC",11969487,assisted_living,10220 SW 164TH ST,MIAMI,FL,33157,(786) 478-8888,,6
SISTER ZAIDAS ALF # 2 INC,11969538,assisted_living,3811 NW 2 ST,MIAMI,FL,33126,(786) 633-6368,,6
SMILING AND GROWING OLDER CORP,12962808,assisted_living,13424 BISCAYNE BLVD,NORTH MIAMI,FL,33181,(305) 974-5990,,30
SOCIAL CENTER ADULT DAY CARE LLC,12962427,assisted_living,3106 W 76TH ST,HIALEAH,FL,33018-3803,(305) 512-3510,www.socialcenterhialeah.com,35
SOFIA HOME HEALTH CARE INC,11968035,assisted_living,950 NE 120 STREET,BISCAYNE PARK,FL,33161,(305) 891-4015,,8
SOL ASSISTED LIVING FACILITY II INC,11966339,assisted_living,5716 SW 149 PLACE,MIAMI,FL,33193,(786) 290-1032,,6
SOL ASSISTED LIVING FACILITY INC,11965704,assisted_living,2400 SW 137TH CT,MIAMI,FL,33175,(305) 364-5142,,6
SOL NACIENTE HOME INC,11968199,assisted_living,9010 SW 17TH TER,MIAMI,FL,33165,(305) 226-4017,,6
"SOL RADIANTE, INC",11967325,assisted_living,221 NE 15 STREET,HOMESTEAD,FL,33030,(305) 246-4798,,6
SOL Y ANGEL ALF LLC,11970045,assisted_living,16520 NW 86TH CT,MIAMI LAKES,FL,33016,(305) 400-8606,,6
SOL Y MAR ALF LLC,11970131,assisted_living,2264 SW 6TH ST,MIAMI,FL,33135,(786) 263-3238,none,6
"SOLUTIONS HOME CARE SERVICES II, INC",11968498,assisted_living,16910 SW 119TH AVE,MIAMI,FL,33177,(305) 234-0818,,6
SOLUTIONS HOME CARE SERVICES INC,11967527,assisted_living,11935 SW 181ST TERRACE,MIAMI,FL,33177,(786) 718-5595,,6
SOPHIA HOME CARE INC,11965977,assisted_living,5645 SW 2ND ST,MIAMI,FL,33134-1019,(786) 373-4123,,6
SOUTH BEACH DETOX,32960447,assisted_living,85 NW 168TH ST,NORTH MIAMI BEACH,FL,33169,(305) 430-6040,www.sbdetox.com,11
SOUTH DADE NURSING AND REHABILITATION CENTER,111313,snf,17475 S DIXIE HWY,MIAMI,FL,33157,(305) 255-1045,southdadenursing.com,180
"SOUTH DEERING RETIREMENT HOME, INC.",11953670,assisted_living,9730 SW 160 STREET,MIAMI,FL,33157,(786) 293-2816,,6
SOUTH FLORIDA SENIOR CARE INC,11967331,assisted_living,5247 SW 153 AVE,MIAMI,FL,33185,(786) 302-8272,,6
SOUTH FLORIDIAN VILLAGE CORP.,11922313,assisted_living,9220 SW 45 TERRACE,MIAMI,FL,33165,(305) 229-9233,,6
SOUTH MIAMI SENIOR CARE,11967136,assisted_living,15592 SW 183 LANE,MIAMI,FL,33185,(786) 302-8272,,6
"SPRING OF LIFE CARE, INC.",11967280,assisted_living,11465 SW 57 STREET,MIAMI,FL,33173,(786) 610-8113,,6
SRA CARIDAD RETIREMENT HOME CARE II INC,11964781,assisted_living,12620 SW 37 TERRACE,MIAMI,FL,33175,(305) 229-5250,,6
SRA CARIDAD RETIREMENT HOME CARE INC,11967303,assisted_living,10840 NW 1ST LANE,MIAMI,FL,33172,(305) 226-8043,,6
ST ANNE'S RESIDENCE,11911035,assisted_living,11855 QUAIL ROOST DRIVE,MIAMI,FL,33177,(305) 252-4000,catholichealthservices.org,60
"ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC",111343,snf,11855 QUAIL ROOST DRIVE,MIAMI,FL,33177,(305) 252-4000,www.catholichealthservices.org,213
"ST DB & Y HOME FOR THE ELDERLY, INC.",11966546,assisted_living,8715 NW 153 TERRACE,HIALEAH,FL,33018,(305) 828-2003,,6
ST JOSEPH ALF,11964899,assisted_living,16100 SW 101 AVE,MIAMI,FL,33157,(305) 251-4123,,6
ST JUDE ADULT DAY CARE LLC,12962275,assisted_living,9740 SW 24TH ST,MIAMI,FL,33165-7580,(305) 221-7005,https://www.stjudeadultdaycare.com/,34
"ST RITA'S CARE CENTER, INC",11969702,assisted_living,14256 SW 115 TER,MIAMI,FL,33186,(786) 255-8887,,6
"ST. JUDE HOME CARE, INC",11967264,assisted_living,13711 SW 105 STREET,MIAMI,FL,33186,(305) 380-6852,,6
STAR OF MARY ADULT CENTER,11966807,assisted_living,6425 SW 93 PLACE,MIAMI,FL,33173,(786) 803-8594,,6
"STAYWELL ALF, LLC",11968990,assisted_living,16961 SW 149TH AVE,MIAMI,FL,33187,(305) 251-7794,,6
"STELLAR ALF II, LLC",11969528,assisted_living,3055 NW FLAGLER TERR,MIAMI,FL,33125,(786) 703-8140,,6
"STELLAR ALF, LLC",11968740,assisted_living,14502 ROSEWOOD RD,MIAMI LAKES,FL,33014,(305) 200-3541,,6
STERLING AVENTURA,11965733,assisted_living,2777 NE 183RD ST,AVENTURA,FL,33160,(305) 918-0000,https://thesterlingaventura.com/,171
STEVEN'S SWEET HOME LLC,11970092,assisted_living,7151 S W 42ND ST,MIAMI,FL,33155,(305) 323-2978,,6
STEVENS GRANDPARENTS INC,11969664,assisted_living,10790 SW 43RD TERR,MIAMI,FL,33165,(786) 409-2088,,6
SUANY'S HOME,11965854,assisted_living,20411 SW 116 ROAD,MIAMI,FL,33189,(786) 429-3666,,6
SUAREZ RESIDENT INC.,11967491,assisted_living,13371 SW 50 ST,MIAMI,FL,33175,(305) 229-2243,,6
SUN BAY MANOR,11910412,assisted_living,8440 SW 155 TERRACE,MIAMI,FL,33157,(305) 238-0373,,8
SUN BAY MANOR II,11910413,assisted_living,8820 SW 148 STREET,MIAMI,FL,33176,(305) 251-3080,,6
SUN VILLAGE HOMES INC,11910415,assisted_living,1350/1360 WEST 31 STREET,HIALEAH,FL,33012,(305) 823-8963,,29
SUNFLOWER ALF LLC,11969824,assisted_living,15135 NW 88TH CT,MIAMI LAKES,FL,33018,(305) 820-1165,,6
"SUNFLOWER HOME CARE, INC",11967444,assisted_living,8752 NW 116 TERR,HIALEAH GARDENS,FL,33018,(305) 825-8933,,6
"SUNFLOWER'S VILLAGE ALF, LLC",11965045,assisted_living,8035 SW 13 STREET,MIAMI,FL,33144,(305) 266-9048,,6
SUNNY DAY HEALTH SERVICES INC,11965618,assisted_living,12730 NW 6 LANE,MIAMI,FL,33182,(305) 426-2613,,6
"SUNNY HILLS ALF OF HOMESTEAD, INC",11965897,assisted_living,25268 SW 134TH AVENUE,PRINCETON,FL,33032,(305) 258-2222,www.alfsunnyhills.com,120
SUNRISE OF CORAL GABLES,11970609,assisted_living,1000 PONCE DE LEON BLVD,CORAL GABLES,FL,33134,(305) 564-1400,,118
SUNSET GARDENS CARE LLC,11965719,assisted_living,8100 SW  95 COURT,MIAMI,FL,33173,(305) 598-4488,,6
"SUNSET LOVING CARE II, INC",11967776,assisted_living,1935 SW 123 COURT,MIAMI,FL,33175,(786) 217-2833,,6
SUNSET LOVING CARE INC,11910857,assisted_living,9740 SW 77 TERRACE,MIAMI,FL,33173,(305) 279-7421,,6
SUNSET POINT ALF,11970721,assisted_living,9975 SW 72ND ST,MIAMI,FL,33173,(954) 673-3508,,120
"SUNSET RETIREMENT HOME, INC",11965004,assisted_living,410- 418 & 426 EAST 24 STREET,HIALEAH,FL,33013,(305) 691-6335,,48
"SUNSET SENIOR CARE OF MIAMI, INC.",11967023,assisted_living,9820 SW 72ND ST,MIAMI,FL,33173,(305) 298-0292,,6
SUNSET WEST ASSISTED LIVING LLC,11968508,assisted_living,13360 SW 66 ST,MIAMI,FL,33183,(305) 968-3932,,6
SUNSET YR2 LLC,11966030,assisted_living,2793 WEST 72 STREET,HIALEAH,FL,33016,(786) 315-3025,,6
SUNSHINE ADULT CENTER #2,11953603,assisted_living,170 WEST 13 STREET,HIALEAH,FL,33010,(305) 885-2358,,19
SUNSHINE ADULT CENTER CORP.,11953274,assisted_living,180 WEST 13 STREET,HIALEAH,FL,33010,(305) 885-2358,,19
SUNSHINE ELDERCARE OF MIAMI LAKES INC,11968502,assisted_living,6911 BAMBOO ST,MIAMI LAKES,FL,33014-2943,(305) 556-3261,,6
"SUNSHINE ELDERLY RESIDENCES, CORP",11965934,assisted_living,870 E 5 ST,HIALEAH,FL,33010,(786) 616-8505,,6
"SUNSHINE HOME ALF, INC.",11966272,assisted_living,4264 WEST 7 LANE,HIALEAH,FL,33012,(786) 877-2745,,6
SUPERIOR ALF INC,11968354,assisted_living,14610 SW 296 ST,HOMESTEAD,FL,33033,(786) 243-2480,,6
"SUPREME ADULT DAY CARE, INC",12962711,assisted_living,8250 W 21ST LN APT 100,HIALEAH,FL,33016-1908,(305) 846-9345,,55
SUSANNA WESLEY HEALTH CENTER,111338,snf,5345 W 18 AVENUE,HIALEAH,FL,33012,(305) 556-3500,laspalmasvillage.com,120
SWANKRIDGE,11911783,assisted_living,120 NW 17 STREET,HOMESTEAD,FL,33030,(305) 248-9662,www.swankridge.com,8
"SWANKRIDGE, INC.",11910416,assisted_living,122 NW 7 STREET,HOMESTEAD,FL,33030,(305) 248-9662,swankridge.com,12
SWEET CARE CORP,11953513,assisted_living,634 SW 96 COURT,MIAMI,FL,33174,(786) 558-4619,,6
SWEET CARE PROFESSIONAL SERVICE LLC,11970243,assisted_living,6731 SW 135 AVE,MIAMI,FL,33183,(305) 497-9656,,6
"SWEET DREAMS ALF, LLC",11965588,assisted_living,1361 SW 142ND CT,MIAMI,FL,33184-3225,(305) 225-5333,,6
SWEET HEART ALF INC,11967035,assisted_living,15942 SW 61 LANE,MIAMI,FL,33193,(305) 387-5863,,6
SWEET LIFE ADULT DAY CARE GROUP,12962273,assisted_living,10300 SW 72ND ST STE 412,MIAMI,FL,33173,(786) 554-9485,,49
SWEET LIVING FACILITY INC.,11966304,assisted_living,15505 SW 16 LANE,MIAMI,FL,33185,(305) 228-8581,,6
"SWEET MORNING ADULT DAY CARE, INC",12962712,assisted_living,1127 W 68TH ST,HIALEAH,FL,33014-5152,(786) 253-8332,,25
"SWEET PARADISE ELDERLY HOME, INC.",11967075,assisted_living,4986 E 9 LN,HIALEAH,FL,33013,(786) 635-1202,,6
"SWEET RETIREMENT ALF, INC",11967536,assisted_living,4495 NW 185 STREET,MIAMI GARDENS,FL,33055,(786) 587-8113,,6
